;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;;;;;;;;;;;;;;;;;;;;;;;;;
191;06.июн;0.28;0.28;08.май;0.052;55;211;0.9962;03.сен;0.55;08.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
192;06.авг;0.28;0.4;22;0.048;48;167;1.001;фев.93;0.5;08.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
193;06.авг;0.28;0.36;8;0.045;28;123;0.9928;03.фев;0.37;11.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
194;06.июн;0.15;0.34;05.янв;0.055;34;125;0.9942;мар.36;0.42;09.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
195;06.апр;0.29;0.44;03.июн;0.2;75;181;0.9942;03.фев;0.41;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
196;06.апр;0.3;0.45;03.май;0.197;76;180;0.9942;03.фев;0.39;09.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
197;06.апр;0.29;0.44;03.июн;0.197;75;183;0.9942;03.янв;0.38;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
198;06.авг;0.26;0.24;07.авг;0.052;54;214;0.9961;мар.13;0.47;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
199;07.янв;0.32;0.24;13.янв;0.05;52;204;0.998;03.янв;0.49;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
200;06.авг;0.26;0.24;07.авг;0.052;54;214;0.9961;мар.13;0.47;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
201;06.авг;0.27;0.26;16.янв;0.049;55;196;0.9984;мар.15;0.5;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
202;07.янв;0.32;0.24;13.янв;0.05;52;204;0.998;03.янв;0.49;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
203;06.сен;0.54;0.32;13.фев;0.05;53;236;0.9973;03.фев;0.5;09.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
204;06.авг;0.26;0.34;13.сен;0.034;39;134;0.9949;мар.33;0.53;12;6;;;;;;;;;;;;;;;;;;;;;;;;;
205;05.авг;0.28;0.35;02.мар;0.053;36;114;0.9924;мар.28;0.5;10.фев;4;;;;;;;;;;;;;;;;;;;;;;;;;
206;06.апр;0.21;0.5;11.июн;0.042;45;153;0.9972;мар.15;0.43;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
207;7;0.16;0.32;08.мар;0.045;38;126;0.9958;мар.21;0.34;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
208;10.фев;0.44;0.88;06.фев;0.049;20;124;0.9968;фев.99;0.51;09.сен;4;;;;;;;;;;;;;;;;;;;;;;;;;
209;06.авг;0.57;0.29;02.фев;0.04;15;77;0.9938;мар.32;0.74;10.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
210;06.янв;0.4;0.31;0.9;0.048;23;170;0.993;мар.22;0.77;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
211;05.июн;0.245;0.25;09.июл;0.032;12;68;0.994;мар.31;0.34;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
212;06.авг;0.18;0.38;01.апр;0.038;35;111;0.9918;мар.32;0.59;11.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
213;7;0.16;0.32;08.мар;0.045;38;126;0.9958;мар.21;0.34;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
214;06.июл;0.13;0.29;05.мар;0.051;31;122;0.9944;мар.44;0.37;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
215;06.фев;0.25;0.25;01.апр;0.03;35;105;0.9912;03.мар;0.44;11.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
216;05.авг;0.26;0.24;09.фев;0.044;55;152;0.9961;мар.31;0.38;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
217;07.май;0.27;0.36;7;0.036;45;164;0.9939;03.мар;0.33;11;5;;;;;;;;;;;;;;;;;;;;;;;;;
218;05.авг;0.26;0.24;09.фев;0.044;55;152;0.9961;мар.31;0.38;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
219;05.июл;0.28;0.24;17.май;0.044;60;167;0.9989;мар.31;0.44;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
220;07.май;0.23;0.36;7;0.036;43;161;0.9938;03.апр;0.32;11;5;;;;;;;;;;;;;;;;;;;;;;;;;
221;07.май;0.27;0.36;7;0.036;45;164;0.9939;03.мар;0.33;11;5;;;;;;;;;;;;;;;;;;;;;;;;;
222;07.фев;0.685;0.21;09.май;0.07;33;172;0.9971;3;0.55;09.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
223;06.фев;0.25;0.25;01.апр;0.03;35;105;0.9912;03.мар;0.44;11.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
224;06.май;0.19;0.3;0.8;0.043;33;144;0.9936;мар.42;0.39;09.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
225;06.мар;0.495;0.22;01.авг;0.046;31;140;0.9929;мар.39;0.54;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
226;07.янв;0.24;0.41;17.авг;0.046;39;145;0.9998;мар.32;0.39;08.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
227;06.апр;0.17;0.32;02.апр;0.048;41;200;0.9938;03.май;0.5;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
228;07.янв;0.25;0.32;10.мар;0.041;66;272;0.9969;мар.17;0.52;09.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
229;06.апр;0.17;0.32;02.апр;0.048;41;200;0.9938;03.май;0.5;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
230;07.янв;0.24;0.41;17.авг;0.046;39;145;0.9998;мар.32;0.39;08.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
231;06.авг;0.64;0.08;09.июл;0.062;26;142;0.9972;мар.37;0.46;08.сен;4;;;;;;;;;;;;;;;;;;;;;;;;;
232;08.мар;0.28;0.4;07.авг;0.041;38;194;0.9976;мар.34;0.51;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
233;08.фев;0.27;0.39;07.авг;0.039;49;208;0.9976;мар.31;0.51;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
234;07.фев;0.23;0.38;14.мар;0.058;55;194;0.9979;03.сен;0.44;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
235;07.фев;0.23;0.38;14.мар;0.058;55;194;0.9979;03.сен;0.44;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
236;07.фев;0.23;0.38;14.мар;0.058;55;194;0.9979;03.сен;0.44;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
237;07.фев;0.23;0.38;14.мар;0.058;55;194;0.9979;03.сен;0.44;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
238;06.авг;0.52;0.32;13.фев;0.044;54;221;0.9972;мар.27;0.5;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
239;7;0.26;0.59;01.апр;0.037;40;120;0.9918;мар.34;0.41;11.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
240;06.фев;0.25;0.21;15.55;0.039;28;159;0.9982;мар.48;0.64;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
241;07.мар;0.32;0.23;13.июл;0.05;49;197;0.9985;03.фев;0.46;08.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
242;07.июл;0.31;0.26;07.авг;0.031;23;90;0.9944;мар.13;0.5;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
243;07.янв;0.21;0.37;02.апр;0.026;23;100;0.9903;мар.15;0.38;11.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
244;06.авг;0.24;0.34;02.июл;0.047;64.5;218.5;0.9934;03.мар;0.58;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
245;06.сен;0.4;0.56;11.фев;0.043;40;142;0.9975;мар.14;0.46;08.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
246;06.янв;0.18;0.36;2;0.038;20;249.5;0.9923;мар.37;0.79;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
247;06.авг;0.21;0.27;02.янв;0.03;26;139;0.99;мар.16;0.61;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
248;05.авг;0.2;0.27;01.апр;0.031;12;77;0.9905;мар.25;0.36;10.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
249;05.июн;0.19;0.26;01.апр;0.03;12;76;0.9905;мар.25;0.37;10.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
250;06.янв;0.41;0.14;10.апр;0.037;18;119;0.996;мар.38;0.45;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
251;05.сен;0.21;0.28;04.июн;0.053;40;199;0.9964;мар.72;0.7;10;4;;;;;;;;;;;;;;;;;;;;;;;;;
252;08.май;0.26;0.21;16.фев;0.074;41;197;0.998;03.фев;0.5;09.авг;3;;;;;;;;;;;;;;;;;;;;;;;;;
253;06.сен;0.4;0.56;11.фев;0.043;40;142;0.9975;мар.14;0.46;08.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
254;05.авг;0.24;0.44;03.май;0.029;5;109;0.9913;мар.53;0.43;11.июл;3;;;;;;;;;;;;;;;;;;;;;;;;;
255;05.авг;0.24;0.39;01.май;0.054;37;158;0.9932;мар.21;0.52;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
256;06.июл;0.26;0.39;01.янв;0.04;45;147;0.9935;мар.32;0.58;09.июн;8;;;;;;;;;;;;;;;;;;;;;;;;;
257;06.мар;0.35;0.3;05.июл;0.035;8;97;0.9927;мар.27;0.41;11;7;;;;;;;;;;;;;;;;;;;;;;;;;
258;06.мар;0.35;0.3;05.июл;0.035;8;97;0.9927;мар.27;0.41;11;7;;;;;;;;;;;;;;;;;;;;;;;;;
259;06.апр;0.23;0.39;01.авг;0.032;23;118;0.9912;мар.32;0.5;11.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
260;05.авг;0.36;0.38;0.9;0.037;3;75;0.9904;мар.28;0.34;11.апр;4;;;;;;;;;;;;;;;;;;;;;;;;;
261;06.сен;0.115;0.35;05.апр;0.048;36;108;0.9939;мар.32;0.42;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
262;06.сен;0.29;0.4;19.45;0.043;36;156;0.9996;фев.93;0.47;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
263;06.сен;0.28;0.4;08.фев;0.036;15;95;0.9944;мар.17;0.33;10.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
264;07.фев;0.29;0.4;13.июн;0.045;66;231;0.9977;03.авг;0.59;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
265;06.фев;0.24;0.35;01.фев;0.038;22;167;0.9912;03.янв;0.48;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
266;06.сен;0.29;0.4;19.45;0.043;36;156;0.9996;фев.93;0.47;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
267;06.сен;0.32;0.26;08.мар;0.053;32;180;0.9965;мар.25;0.51;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
268;05.мар;0.58;0.07;06.сен;0.043;34;149;0.9944;мар.34;0.57;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
269;05.мар;0.585;0.07;07.янв;0.044;34;145;0.9945;мар.34;0.57;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
270;05.апр;0.59;0.07;7;0.045;36;147;0.9944;мар.34;0.57;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
271;06.сен;0.32;0.26;08.мар;0.053;32;180;0.9965;мар.25;0.51;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
272;05.фев;0.6;0.07;7;0.044;33;147;0.9944;мар.33;0.58;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
273;05.авг;0.25;0.26;13.янв;0.051;44;148;0.9972;мар.29;0.38;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
274;06.июн;0.58;0.3;05.янв;0.057;30;123;0.9949;мар.24;0.38;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
275;7;0.29;0.54;10.июл;0.046;59;234;0.9966;03.май;0.61;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
276;06.июн;0.19;0.41;08.сен;0.046;51;169;0.9954;мар.14;0.57;09.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
277;06.июл;0.2;0.41;09.янв;0.044;50;166;0.9954;мар.14;0.58;09.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
278;07.июл;0.26;0.4;01.янв;0.042;9;60;0.9915;фев.89;0.5;10.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
279;06.авг;0.32;0.34;01.фев;0.044;14;67;0.9919;03.май;0.47;10.июн;4;;;;;;;;;;;;;;;;;;;;;;;;;
280;7;0.3;0.49;04.июл;0.036;17;105;0.9916;мар.26;0.68;12.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
281;7;0.24;0.36;02.авг;0.034;22;112;0.99;мар.19;0.38;12.июн;8;;;;;;;;;;;;;;;;;;;;;;;;;
282;06.янв;0.31;0.58;5;0.039;36;114;0.9909;03.мар;0.6;12.мар;8;;;;;;;;;;;;;;;;;;;;;;;;;
283;06.авг;0.44;0.37;05.янв;0.047;46;201;0.9938;03.авг;0.65;10.май;4;;;;;;;;;;;;;;;;;;;;;;;;;
284;06.июл;0.34;0.3;15.июн;0.054;51;196;0.9982;мар.19;0.49;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
285;07.янв;0.35;0.24;15.апр;0.055;46;198;0.9988;03.дек;0.49;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
286;07.мар;0.32;0.25;07.фев;0.056;47;180;0.9961;03.авг;0.47;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
287;06.май;0.28;0.33;15.июл;0.053;51;190;0.9978;мар.22;0.51;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
288;07.фев;0.23;0.39;14.фев;0.058;49;192;0.9979;фев.98;0.48;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
289;07.фев;0.23;0.39;14.фев;0.058;49;192;0.9979;фев.98;0.48;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
290;07.фев;0.23;0.39;14.фев;0.058;49;192;0.9979;фев.98;0.48;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
291;07.фев;0.23;0.39;14.фев;0.058;49;192;0.9979;фев.98;0.48;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
292;05.сен;0.15;0.31;05.авг;0.041;53;155;0.9945;мар.52;0.46;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
293;07.апр;0.28;0.42;19.авг;0.066;53;195;1;фев.96;0.44;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
294;06.фев;0.28;0.22;07.мар;0.041;26;157;0.9957;мар.44;0.64;09.авг;7;;;;;;;;;;;;;;;;;;;;;;;;;
295;09.янв;0.59;0.38;01.июн;0.066;34;182;0.9968;мар.23;0.38;08.май;3;;;;;;;;;;;;;;;;;;;;;;;;;
296;06.мар;0.33;0.27;01.фев;0.046;34;175;0.9934;мар.37;0.54;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
297;08.мар;0.39;0.7;10.июн;0.045;33;169;0.9976;03.сен;0.57;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
298;07.фев;0.19;0.46;03.авг;0.041;82;187;0.9932;мар.19;0.6;11.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
299;07.май;0.17;0.44;11.мар;0.046;65;146;0.997;мар.17;0.45;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
300;06.июл;0.17;0.5;02.янв;0.043;27;122;0.9923;мар.15;0.45;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
301;06.янв;0.41;0;01.июн;0.063;36;87;0.9914;мар.27;0.67;10.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
302;08.мар;0.2;0.35;0.9;0.05;12;74;0.992;мар.13;0.38;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
303;06.янв;0.41;0;01.июн;0.063;36;87;0.9914;мар.27;0.67;10.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
304;6;0.29;0.21;01.мар;0.055;42;168;0.9914;мар.32;0.43;11.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
305;07.мар;0.41;0.24;06.авг;0.057;41;163;0.9949;03.фев;0.41;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
306;07.мар;0.41;0.24;06.авг;0.057;41;163;0.9949;03.фев;0.41;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
307;07.фев;0.43;0.24;06.июл;0.058;40;163;0.995;03.фев;0.41;09.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
308;07.мар;0.4;0.24;06.июл;0.058;41;166;0.995;03.фев;0.41;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
309;06.фев;0.33;0.27;04.сен;0.036;30;134;0.9927;03.фев;0.42;10.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
310;06.фев;0.31;0.26;04.авг;0.037;36;148;0.9928;мар.21;0.41;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
311;06.янв;0.36;0.27;02.янв;0.035;16;100;0.9917;03.апр;0.71;11.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
312;5;0.55;0.14;08.мар;0.032;35;164;0.9918;мар.53;0.51;12.май;8;;;;;;;;;;;;;;;;;;;;;;;;;
313;07.авг;0.25;0.41;03.июл;0.042;37;149;0.9954;мар.36;0.45;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
314;05.июл;0.36;0.21;06.июл;0.038;51;166;0.9941;мар.29;0.63;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
315;05.авг;0.34;0.21;06.июн;0.04;50;167;0.9941;мар.29;0.62;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
316;06.авг;0.28;0.6;01.янв;0.132;42;127;0.9934;03.сен;0.44;09.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
317;06.авг;0.25;0.34;04.июл;0.031;34;134;0.9927;мар.21;0.38;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
318;06.июн;0.24;0.35;07.июл;0.031;36;135;0.9938;мар.19;0.37;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
319;05.сен;0.3;0.47;июл.85;0.03;19;133;0.9933;мар.52;0.43;11.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
320;06.янв;0.125;0.25;03.мар;0.04;10;69;0.9934;мар.54;0.59;10.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
321;6;0.1;0.24;01.янв;0.041;15;65;0.9927;мар.61;0.61;10.мар;7;;;;;;;;;;;;;;;;;;;;;;;;;
322;06.июн;0.24;0.35;07.июл;0.031;36;135;0.9938;мар.19;0.37;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
323;06.авг;0.25;0.34;04.июл;0.031;34;134;0.9927;мар.21;0.38;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
324;06.авг;0.28;0.44;09.мар;0.031;35;137;0.9946;мар.16;0.36;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
325;08.мар;0.41;0.51;2;0.046;11;207;0.993;03.фев;0.55;11.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
326;07.май;0.27;0.31;05.авг;0.057;131;313;0.9946;мар.18;0.59;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
327;07.сен;0.26;0.41;15.15;0.04;38;216;0.9976;фев.96;0.6;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
328;06.апр;0.34;0.23;06.мар;0.039;37;143;0.9944;мар.19;0.65;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
329;06.май;0.28;0.35;15.апр;0.042;55;195;0.9978;мар.23;0.5;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
330;07.фев;0.21;0.41;01.мар;0.036;33;85;0.992;мар.17;0.51;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
331;06.апр;0.32;0.35;04.авг;0.03;34;101;0.9912;мар.36;0.6;12.май;8;;;;;;;;;;;;;;;;;;;;;;;;;
332;06.авг;0.24;0.34;04.июн;0.032;37;135;0.9927;03.фев;0.39;10.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
333;06.мар;0.23;0.3;01.авг;0.033;16;91;0.9906;мар.28;0.4;11.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
334;06.май;0.28;0.34;09.сен;0.038;30;133;0.9954;03.ноя;0.44;09.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
335;05.июн;0.26;0.26;05.июл;0.031;12;80;0.9923;мар.25;0.38;10.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
336;06.мар;0.23;0.3;01.авг;0.033;16;91;0.9906;мар.28;0.4;11.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
337;06.мар;0.23;0.33;01.май;0.036;15;105;0.991;мар.32;0.42;11.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
338;05.авг;0.27;0.27;12.мар;0.045;55;170;0.9972;мар.28;0.42;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
339;05.сен;0.26;0.4;01.мар;0.047;12;139;0.9945;мар.45;0.53;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
340;06.июн;0.18;0.35;01.май;0.049;49;141;0.9934;мар.43;0.85;10.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
341;07.апр;0.2;0.43;07.авг;0.045;27;153;0.9964;мар.19;0.55;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
342;8;0.24;0.36;01.май;0.047;17;129;0.9948;03.фев;0.54;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
343;06.апр;0.26;0.42;09.июл;0.044;30;140;0.9962;мар.18;0.47;09.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
344;05.апр;0.31;0.47;3;0.053;46;144;0.9931;мар.29;0.76;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
345;05.апр;0.29;0.47;3;0.052;47;145;0.993;мар.29;0.75;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
346;07.янв;0.145;0.33;04.июн;0.05;33;131;0.9942;мар.28;0.4;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
347;05.июн;0.34;0.1;01.мар;0.031;20;68;0.9906;мар.36;0.51;11.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
348;06.июл;0.19;0.41;15.июн;0.056;75;155;0.9995;03.фев;0.44;08.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
349;07.авг;0.18;0.46;13.июн;0.052;38;118;0.998;мар.15;0.5;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
350;07.июн;0.17;0.45;11.фев;0.054;56;137;0.997;мар.15;0.47;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
351;06.мар;0.12;0.36;02.янв;0.044;47;146;0.9914;мар.27;0.74;11.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
352;07.мар;0.33;0.4;июн.85;0.038;32;138;0.992;03.мар;0.3;11.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
353;05.май;0.335;0.3;02.май;0.071;27;128;0.9924;мар.14;0.51;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
354;07.мар;0.33;0.4;июн.85;0.038;32;138;0.992;03.мар;0.3;11.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
355;05.авг;0.4;0.42;04.апр;0.047;38.5;245;0.9937;мар.25;0.57;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
356;07.мар;0.22;0.37;14.мар;0.063;48;191;0.9978;фев.89;0.38;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
357;07.мар;0.22;0.37;14.мар;0.063;48;191;0.9978;фев.89;0.38;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
358;06.янв;0.36;0.33;01.янв;0.05;24;169;0.9927;мар.15;0.78;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
359;10;0.2;0.39;01.апр;0.05;19;152;0.994;3;0.42;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
360;06.сен;0.24;0.34;04.июл;0.04;43;161;0.9935;03.фев;0.59;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
361;06.апр;0.24;0.32;14.сен;0.047;54;162;0.9968;мар.28;0.5;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
362;07.янв;0.365;0.14;01.фев;0.055;24;84;0.9941;мар.15;0.43;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
363;06.авг;0.15;0.3;05.мар;0.05;40;127;0.9942;03.апр;0.39;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
364;07.мар;0.22;0.37;14.мар;0.063;48;191;0.9978;фев.89;0.38;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
365;06.авг;0.16;0.4;02.мар;0.037;18;102;0.9923;мар.49;0.42;11.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
366;6;0.26;0.32;03.май;0.028;29;113;0.9912;03.апр;0.71;12.мар;7;;;;;;;;;;;;;;;;;;;;;;;;;
367;6;0.18;0.27;01.май;0.089;40;143;0.9923;мар.49;0.62;10.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
368;06.сен;0.33;0.21;1;0.053;39;148;0.9927;03.дек;0.45;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
369;07.июл;0.29;0.48;02.мар;0.049;36;178;0.9931;мар.17;0.64;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
370;07.янв;0.39;0.35;12.май;0.044;26;72;0.9941;мар.17;0.29;11.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
371;06.сен;0.33;0.21;1;0.053;39;148;0.9927;03.дек;0.45;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
372;07.июл;0.29;0.48;02.мар;0.049;36;178;0.9931;мар.17;0.64;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
373;06.июн;0.905;0.19;0.8;0.048;17;204;0.9934;мар.34;0.56;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
374;07.фев;0.27;0.27;02.апр;0.048;30;149;0.9936;03.янв;0.51;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
375;05.янв;0.33;0.22;01.июн;0.027;18;89;0.9893;мар.51;0.38;12.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
376;05.янв;0.33;0.22;01.июн;0.027;18;89;0.9893;мар.51;0.38;12.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
377;06.апр;0.31;0.28;01.май;0.037;12;119;0.9919;мар.32;0.51;10.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
378;07.мар;0.2;0.44;01.апр;0.045;21;98;0.9924;мар.15;0.46;10;7;;;;;;;;;;;;;;;;;;;;;;;;;
379;05.июл;0.32;0.5;02.июн;0.049;17;155;0.9927;мар.22;0.64;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
380;06.апр;0.31;0.28;01.май;0.037;12;119;0.9919;мар.32;0.51;10.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
381;07.мар;0.2;0.44;01.апр;0.045;21;98;0.9924;мар.15;0.46;10;7;;;;;;;;;;;;;;;;;;;;;;;;;
